provider,card_number,is_stolen
visa16,4283873695384727,0
mastercard,5124828201225855,0
mastercard,5331819406694796,0
visa16,4846137286694658,1
visa16,4615883352528234,0
visa16,4469111861253236,0
visa16,4315199999167481,1
amex,342428790232904,0
visa16,4443576915105254,0
mastercard,5101411120529298,1
amex,372132390707520,0
amex,349071719140924,0
visa13,4160303238305,0
mastercard,5306573899637744,0
mastercard,5217535300588509,0
visa13,4344710528934,0
mastercard,5152681778079246,0
amex,377044293937937,1
mastercard,5361593210694606,0
mastercard,5106568125056976,0
amex,345423437050410,1
visa16,4734430803742877,0
mastercard,5264277120051192,0
visa16,4095474988958885,0
amex,371909498759201,0
amex,348593545311404,0
visa13,4757639499004,1
visa16,4354494825526485,0
amex,347815157925234,0
visa16,4047882730413794,1
visa16,4841191086260538,0
mastercard,5190747095276544,0
mastercard,5220230785151701,0
mastercard,5132998945122872,0
visa16,4942185777172604,0
amex,346857078299985,0
visa16,4497762107619329,0
visa16,4324088514978424,0
visa16,4438221016839199,1
mastercard,5325202154835036,0
visa16,4966855406626136,0
mastercard,5379180233460288,0
mastercard,5153568728784513,1
visa16,4355671935035684,0
visa16,4796811809894108,0
mastercard,5243294110779035,1
visa16,4944407547368587,0
amex,348007994987572,0
mastercard,5258840015989764,0
mastercard,5234815732368384,0
visa16,4607116594444732,0
visa16,4736608855041821,0
mastercard,5116350440788114,0
visa16,4851238241194503,1
visa16,4446166632714203,0
amex,373708995710362,0
visa16,4402606687894584,0
mastercard,5304615686304970,0
visa16,4055090391191456,1
mastercard,5190515428996280,0
amex,378831406375263,0
amex,343981051430129,0
amex,375041367962504,1
visa16,4010399689806947,0
visa16,4284224432047897,0
amex,341207395831943,0
mastercard,5106146462249353,0
visa13,4687845584424,1
visa16,4679310800228863,0
visa16,4321945248077711,0
visa13,4569663726206,0
visa16,4029337038407453,1
mastercard,5109182380682869,0
visa16,4656207583681887,0
visa16,4546158949384092,1
visa16,4646825861712646,0
visa16,4892460706864898,0
visa16,4676388363541693,0
visa16,4745753762294706,0
amex,370639342527790,0
mastercard,5313792305578885,0
visa13,4983817871984,0
visa13,4400679649994,0
mastercard,5240435719329945,1
visa16,4470210005388689,0
amex,375463440695986,0
mastercard,5214107536251063,0
visa16,4062710725719240,1
mastercard,5162454559393568,0
visa16,4069036520513098,0
amex,371459598899127,0
visa13,4676836478613,0
visa16,4480353453846978,1
mastercard,5328682158460278,0
amex,378659003751457,0
mastercard,5316297946601812,0
mastercard,5288625482349582,0
visa16,4583796239119506,1
mastercard,5198502520488251,0
visa16,4004046812911395,0
mastercard,5212284252349173,0
visa16,4332555496296694,0
visa16,4749972017757731,1
mastercard,5368941497339366,0
visa16,4723620053183540,0
visa16,4931803230598339,1
amex,373434457196681,0
visa13,4303012341982,0
mastercard,5145410317094619,0
visa16,4699730061344438,0
amex,342293007316019,0
visa16,4496820389440631,0
visa16,4541897905244148,0
amex,373420732614507,1
mastercard,5378459168785781,0
mastercard,5245982048815081,0
mastercard,5185918336746960,1
visa16,4250032798935013,0
visa16,4924177943559691,0
mastercard,5261516845796661,0
visa13,4965492948658,0
mastercard,5366050123279962,0
amex,348935370655332,0
amex,378607016106771,1
mastercard,5182399401757948,0
mastercard,5247076850889256,0
mastercard,5330654882329125,0
mastercard,5165506800071652,0
mastercard,5285507514447415,1
mastercard,5209120861396822,0
mastercard,5362927890022929,0
mastercard,5332349914768840,0
mastercard,5209473352964206,0
visa13,4887222110591,1
amex,342671089072610,0
amex,346078175646800,0
mastercard,5195372616034465,0
mastercard,5362884452293457,0
visa16,4458831808397381,1
mastercard,5120886302597782,0
visa16,4696950822122021,1
visa16,4733320827505668,0
mastercard,5321704273553667,0
visa16,4179707918833036,0
visa16,4214748190337111,0
visa16,4553907735132168,0
visa16,4474379679690047,1
visa16,4031746173020358,0
visa16,4171118613431878,0
mastercard,5269387361765825,0
mastercard,5161416502840335,0
visa16,4504427620261139,1
visa13,4884467702596,0
amex,340653253333129,0
visa16,4290882047743119,0
visa16,4994100942121680,0
mastercard,5361059795393881,0
mastercard,5361380123216366,0
amex,379462139237783,1
amex,342271608520080,0
visa16,4694082121268487,0
visa13,4573111767127,1
amex,349845713136107,0
visa16,4285907942722095,0
visa16,4313036528888876,0
amex,377220779552156,0
mastercard,5253583100672896,0
amex,342767678099384,0
visa13,4191339976378,1
visa16,4454044099476674,0
visa16,4940384223971675,0
visa16,4103503820342740,0
mastercard,5365015753137997,0
mastercard,5116683255634738,1
visa16,4467370102577702,0
mastercard,5102008455721174,0
mastercard,5390999509898151,0
amex,343564051582600,1
visa13,4601754724129,0
visa13,4640776465451,0
visa16,4906335596411444,0
mastercard,5124621470541577,1
visa13,4601393346607,0
mastercard,5264953276544301,0
mastercard,5112715721940549,1
mastercard,5185975037635744,0
mastercard,5382534597614374,0
mastercard,5171111830450273,0
amex,340335304064511,0
mastercard,5314546619102140,0
visa16,4893829993658289,0
amex,342669128019618,0
visa16,4656977323904159,0
amex,341256851789723,1
visa16,4680311921439683,0
amex,341331052568372,0
visa13,4083732492345,0
amex,344034141255038,0
visa16,4602521130684938,1
amex,374861823697738,1
amex,344422662853846,0
mastercard,5108583388859204,0
visa16,4554493121449135,0
visa16,4981077546051908,0
visa16,4497243787910684,0
visa16,4918830050623951,0
mastercard,5237148526287397,0
visa13,4658140150203,1
amex,344581593841723,0
mastercard,5171490864549030,0
visa13,4590691904078,0
visa13,4318263859896,0
mastercard,5241541579977035,1
visa16,4886388015126402,0
mastercard,5214399091816592,0
visa16,4507642206211137,0
visa13,4404288897366,0
amex,345519173828438,0
amex,379468585973383,1
amex,340787266292391,0
mastercard,5236464017422364,0
visa13,4684644033539,1
mastercard,5115018982690672,0
amex,379087501485486,0
visa13,4028232633674,1
amex,371594230293030,0
visa16,4092158849383507,0
visa16,4876558283797173,0
mastercard,5241555388411499,0
mastercard,5253902902160068,0
amex,378290974012669,0
visa16,4443024657359938,0
mastercard,5279995815587534,0
mastercard,5276147597456511,1
mastercard,5176755309790919,0
visa16,4989784127191985,0
visa13,4327623638684,0
visa13,4328758417670,0
mastercard,5167685171574821,1
visa16,4253295002789099,0
visa16,4727633471916439,0
amex,377308988128353,0
visa16,4871567007915479,1
visa16,4929273793915268,0
mastercard,5249147922968051,1
mastercard,5353092526669220,0
amex,376713300021494,0
mastercard,5389164594048153,0
visa16,4769168621344678,0
amex,344842319750170,0
amex,376506216776155,0
amex,342584703520676,0
amex,340888542623902,1
mastercard,5148117974232617,0
mastercard,5343471887617056,0
visa13,4298124706181,0
mastercard,5207327953608889,0
visa13,4010581344202,1
amex,374648490254590,0
mastercard,5259962706309281,0
visa13,4415920353642,0
visa16,4013673915472931,1
visa16,4338597460858756,0
amex,371363971311835,0
visa16,4902802745707877,0
visa16,4933340589067663,1
amex,377339912508444,0
mastercard,5202568958749658,0
amex,375170606378139,0
mastercard,5260586844243644,0
visa16,4178559705350331,1
visa16,4007254739308227,0
mastercard,5257173192879223,0
mastercard,5282117697370690,0
amex,379814453097138,0
mastercard,5337445507667418,0
visa16,4951451910815162,1
visa16,4304719184085983,0
mastercard,5271762619828045,0
visa16,4125765014505515,0
mastercard,5379240928648314,0
visa16,4973356238184908,0
mastercard,5100346921299264,1
visa16,4363292231731304,0
mastercard,5278415168880320,0
amex,347566041545007,0
visa16,4516531878947434,1
amex,371993727394055,0
visa16,4057452963564395,0
visa16,4234296310167535,0
visa16,4139141633911902,0
amex,342930642176239,0
visa16,4115215461227066,0
mastercard,5362769623506665,1
visa16,4125519210505997,0
visa16,4353176276055756,0
visa16,4342541841844873,1
visa16,4207802362952089,0
visa16,4196317511651956,0
mastercard,5111183116151811,0
amex,342072449733829,0
visa13,4765043714801,0
amex,379507138489924,1
visa13,4732628892220,0
mastercard,5225167604222351,0
mastercard,5187354872848788,1
mastercard,5110839671679196,0
mastercard,5190501160526972,0
visa16,4109529852344373,0
mastercard,5375920480514442,0
amex,348834370747134,0
visa16,4210126705181452,0
visa16,4429756650380613,0
amex,340909017524985,1
mastercard,5177509922229774,0
visa16,4959541521431029,0
visa16,4705395574205237,0
amex,378002715205134,0
visa13,4130722285039,1
mastercard,5336872760092938,0
visa16,4117083596059186,0
mastercard,5396056933636303,1
visa13,4061342553557,0
mastercard,5311061473541014,0
amex,374235481068278,1
amex,378064567273362,0
visa13,4573731242741,0
visa16,4238392845461943,0
visa16,4725160565588058,0
amex,348932321012754,0
mastercard,5316445084702278,1
visa13,4570188824476,0
visa16,4568571180059145,0
visa16,4209659772199034,0
amex,343567576485332,0
visa16,4141576962711710,0
amex,342995833680984,0
visa16,4125384758248470,1
visa16,4874832934291858,0
visa16,4443880696805367,0
visa16,4025056840407949,0
mastercard,5136361886072372,0
mastercard,5254249300546905,0
amex,379427134946969,1
visa16,4422403452231119,0
mastercard,5176508536114902,0
mastercard,5375164648168284,0
mastercard,5172325336227428,1
visa13,4890405322082,0
visa13,4408255085947,0
visa16,4313179669503910,0
visa16,4691634458263300,0
visa16,4817801439920725,1
visa13,4272049802482,0
mastercard,5258117770371482,0
amex,340376556927823,1
amex,348702208472573,0
mastercard,5352215816672890,0
amex,379296303709858,0
visa16,4993456872351346,0
amex,374191031463016,0
visa16,4144571026229095,1
visa16,4112313501324713,0
amex,378564306014613,0
amex,342824546093618,0
visa13,4293098825729,1
visa16,4403761850010093,0
visa13,4153984984644,0
visa16,4322888275352723,0
amex,378149799350136,0
visa16,4816820876359701,0
amex,344610631541886,1
visa16,4804897459404405,0
mastercard,5201040209781931,0
visa13,4704005166221,0
mastercard,5210787031381558,0
amex,378146992422977,0
amex,376035405118250,1
visa13,4517184694510,0
visa13,4159546168311,0
amex,344011271576813,0
amex,371027089143881,1
visa16,4925067570586118,0
visa13,4260800628667,0
visa13,4686495518815,0
visa16,4881579278765085,0
visa16,4621195043217032,1
mastercard,5126072504949634,0
mastercard,5244101039365367,0
mastercard,5228314042420141,0
visa16,4086537358553113,0
mastercard,5201869857573400,0
visa16,4648863163626287,1
mastercard,5182003810314537,0
amex,373940304980838,1
visa16,4527138205366051,0
amex,343511819377989,0
mastercard,5131501743061788,0
visa13,4616716572408,0
mastercard,5387792436354199,0
visa16,4762658261531169,0
visa16,4898805280525188,1
amex,342469959856950,0
visa13,4981441611156,0
amex,376641863772429,0
visa16,4771837017802319,1
visa16,4564708133999365,0
visa13,4961829381648,0
visa13,4137208431771,0
visa16,4213793580534837,0
visa13,4864515740384,0
visa16,4794749822992420,0
visa16,4142330424924142,1
visa16,4245201912807519,0
amex,344436838241256,0
visa13,4612408734828,0
amex,379052591360635,0
amex,346163951861532,0
visa16,4880439684292243,1
visa13,4270982434438,0
mastercard,5188671870897841,0
amex,370501542382360,0
visa16,4074361383247367,1
mastercard,5106177023347311,0
visa16,4913415693405506,0
visa16,4832047258699104,1
visa16,4480162064248296,0
amex,341895857211487,0
mastercard,5228004130822445,0
mastercard,5188765760143488,0
mastercard,5137861071022750,0
visa16,4425312641618036,0
amex,372865503574234,1
mastercard,5195551497406922,0
amex,340757913305136,1
visa13,4800452280869,0
visa13,4650607234869,0
visa16,4249942984499786,0
visa16,4936203455592940,0
visa16,4965655450373432,0
amex,342391625212592,1
mastercard,5303592343654066,0
visa16,4616102813794197,0
mastercard,5107957968758559,0
visa16,4991399361458002,0
visa13,4208737726005,1
visa16,4982327450888814,0
mastercard,5228552082398491,0
visa16,4843877211087469,0
visa16,4663024799453048,1
mastercard,5323807053598121,0
mastercard,5262894040500603,0
visa16,4884142035150864,0
mastercard,5185131569339483,0
mastercard,5102133549397250,0
visa16,4997404927948381,1
amex,343414709312275,0
mastercard,5268820432287511,0
mastercard,5394796157696531,0
mastercard,5320453240689870,0
visa16,4838543993614147,1
mastercard,5383956446948654,0
mastercard,5173142138616537,0
visa16,4238653986898221,0
visa16,4138528471882594,1
visa16,4678263859467661,0
mastercard,5385296884336486,0
visa13,4502069087089,0
mastercard,5210700056599897,0
visa16,4457330596863127,0
visa16,4977273850592209,0
visa13,4860916397527,0
visa16,4551740082117827,1
visa16,4563012829643341,0
visa16,4068176604443613,0
mastercard,5187835166322589,1
mastercard,5242435574674573,0
mastercard,5346633984792812,0
visa16,4091139813733852,0
amex,340573723609736,1
visa16,4457214991882520,0
visa16,4166096457949709,0
mastercard,5216849049837924,0
amex,375350054008913,0
visa16,4965700141525592,0
amex,346211359752934,0
visa16,4853928708466638,0
amex,345205776377292,1
visa16,4468511714818385,0
visa16,4800050369722110,0
visa16,4378706689375119,0
mastercard,5259401707723406,1
amex,370902486875130,0
visa13,4581784681970,0
mastercard,5193780592694080,1
amex,372233407442000,0
visa16,4200690840574345,0
mastercard,5317217794268604,0
visa16,4558910955202732,0
mastercard,5161012307911122,1
mastercard,5321337778392008,0
amex,379060007902437,0
amex,342975897324737,0
amex,376069531811975,0
visa16,4130835201793084,0
visa16,4628361319195640,1
visa16,4113630222364986,0
amex,344337397458010,0
amex,347450027825255,0
amex,378416668991757,0
visa16,4515664935970668,0
visa13,4257338955638,0
amex,378830452957610,1
amex,347901218419555,0
mastercard,5200323662078610,1
visa16,4810323431357274,0
amex,340966765267555,0
mastercard,5138301266292297,0
visa13,4166332708549,0
visa16,4092152562793653,0
mastercard,5324834515263390,0
amex,347080145697771,0
mastercard,5148729776674943,1
amex,379320107644937,0
visa16,4949214666762771,0
mastercard,5211159957739392,1
visa16,4336591717975994,0
visa16,4679734553984812,0
visa16,4250815926382300,0
mastercard,5293983664554294,0
visa16,4977112441912718,0
visa13,4931358203679,0
visa16,4204529207594643,0
visa16,4466152782515652,1
mastercard,5396973188729510,0
visa16,4013340947422298,0
visa13,4050694581506,0
visa16,4630417289834042,1
visa16,4958333236994991,0
mastercard,5180503662615248,0
mastercard,5226101777816201,0
mastercard,5391311539831989,1
visa13,4440041056809,0
visa16,4016835509880970,0
visa16,4564776393830562,0
visa16,4158467823170488,0
mastercard,5144254379625725,0
amex,376113963957367,0
amex,372297564596619,1
mastercard,5116807542581184,0
mastercard,5395245733730595,0
amex,377548042107204,0
visa16,4169910906784805,1
visa16,4300387823295035,0
visa16,4732602887007284,0
amex,372789006186462,0
mastercard,5140283697240762,0
visa16,4719529161472982,1
visa16,4483422882601762,0
visa16,4549539682153298,0
mastercard,5246015399202077,1
visa16,4292121188201050,0
visa16,4540706553509697,0
mastercard,5259543413105186,0
visa16,4031435640602499,0
mastercard,5360024758567930,0
visa16,4100629451467622,0
visa16,4422627867742829,0
visa16,4005940160773622,1
mastercard,5252804489071653,0
visa16,4151758732268927,0
mastercard,5316895881880935,1
visa16,4495690743591283,0
visa16,4908679978212104,0
mastercard,5394823203232218,0
amex,373361143942519,0
visa16,4751664173685013,1
mastercard,5142704695175120,0
mastercard,5121403011709663,0
amex,373581229045966,0
mastercard,5335367318901210,0
visa16,4182529788765592,0
visa16,4162476099860791,1
visa16,4088462882573206,0
amex,373898811638887,0
visa13,4153330504955,1
visa16,4903767459403949,0
visa13,4109942824082,0
amex,340396924954648,0
visa16,4104735465184073,0
visa16,4797304178672932,1
amex,348827147703331,0
visa16,4684534484112878,0
visa16,4881970341848836,0
visa13,4754202147573,1
visa16,4466135239859310,0
mastercard,5171811560684617,0
mastercard,5397141617846151,0
amex,343835380301155,0
mastercard,5180908518668541,1
visa16,4176467017661241,0
mastercard,5190518191630789,0
amex,349381324792922,0
amex,370114920755536,0
visa13,4445743401443,0
visa16,4334984501134344,0
visa13,4212381253449,0
visa16,4265155070424209,0
amex,373778227661428,1
visa16,4054001186453317,0
visa16,4172376900974195,0
mastercard,5124621908291803,0
amex,376006369088797,0
amex,374164830295863,1
amex,378739327218548,0
visa16,4103308707788852,0
visa16,4661590456756222,0
visa16,4926205190897841,1
amex,376236829854633,0
mastercard,5355726648311702,0
mastercard,5387392829050387,0
mastercard,5230960939390486,1
mastercard,5116840475738539,0
